season,round,pick_in_round,overall_pick,player_name,team_name_raw
2025,7,5,77,Rashee Rice,Lamb Over Rice
2025,7,6,78,Braelon Allen,Password Is ...
2025,7,7,79,Mark Andrews,Hall Too Wel...
2025,7,8,80,Evan Engram,3peat Worthy
2025,7,9,81,Jerry Jeudy,Surrender Yo...
2025,7,10,82,Kaleb Johnson,Puka Nicoclear!
2025,7,11,83,Drake Maye,Ron Mexico's...
2025,7,12,84,Jordan Addison,LaPorta Pott...
2025,8,1,85,Tucker Kraft,LaPorta Pott...
2025,8,2,86,David Njoku,Ron Mexico's...
2025,8,3,87,Tyler Warren,Puka Nicoclear!
2025,8,4,88,Jake Ferguson,Surrender Yo...
2025,8,5,89,Bo Nix,3peat Worthy
2025,8,6,90,Brock Purdy,Hall Too Wel...
2025,8,7,91,Jauan Jennings,Password Is ...
2025,8,8,92,Tank Bigsby,Lamb Over Rice
2025,8,9,93,Deebo Samuel Sr.,Jahmyracle Whip
2025,8,10,94,Travis Etienne Jr.,Wild Bill
2025,8,11,95,Patrick Mahomes,By The Beard...
2025,8,12,96,Trey Benson,Swifties and...
2025,9,1,97,Keenan Allen,Swifties and...
2025,9,2,98,Dak Prescott,By The Beard...
2025,9,3,99,Jacory Croskey-Merritt,Wild Bill
2025,9,4,100,Jayden Reed,Jahmyracle Whip
2025,9,5,101,Austin Ekeler,Lamb Over Rice
2025,9,6,102,Baker Mayfield,Password Is ...
2025,9,7,103,Rashid Shaheed,Hall Too Wel...
2025,9,8,104,Justin Fields,3peat Worthy
2025,9,9,105,Josh Downs,Surrender Yo...
2025,9,10,106,Jerome Ford,Puka Nicoclear!
2025,9,11,107,Javonte Williams,Ron Mexico's...
2025,9,12,108,Michael Pittman Jr.,LaPorta Pott...
2025,10,1,109,Rhamondre Stevenson,LaPorta Pott...
2025,10,2,110,Khalil Shakir,Ron Mexico's...
2025,10,3,111,Cam Skattebo,Puka Nicoclear!
2025,10,4,112,Dylan Sampson,Surrender Yo...
2025,10,5,113,Rashod Bateman,3peat Worthy
2025,10,6,114,Bhayshul Tuten,Hall Too Wel...
2025,10,7,115,Rachaad White,Password Is ...
2025,10,8,116,Colston Loveland,Lamb Over Rice
2025,10,9,117,Dalton Kincaid,Jahmyracle Whip
2025,10,10,118,Chris Godwin Jr.,Wild Bill
2025,10,11,119,Dallas Goedert,By The Beard...
2025,10,12,120,Najee Harris,Swifties and...
2025,11,1,121,Keon Coleman,Swifties and...
2025,11,2,122,Cooper Kupp,By The Beard...
2025,11,3,123,Brandon Aiyuk,Wild Bill
2025,11,4,124,Darnell Mooney,Jahmyracle Whip
2025,11,5,125,Kyler Murray,Lamb Over Rice
2025,11,6,126,Chuba Hubbard,Password Is ...
2025,11,7,127,Tyler Lockett,Hall Too Wel...
2025,11,8,128,Nick Chubb,3peat Worthy
2025,11,9,129,Tyjae Spears,Surrender Yo...
2025,11,10,130,Jaydon Blue,Puka Nicoclear!
2025,11,11,131,DeMario Douglas,Ron Mexico's...
2025,11,12,132,Christian Kirk,LaPorta Pott...
2025,12,1,133,Ray Davis,LaPorta Pott...
2025,12,2,134,Isaac Guerendo,Ron Mexico's...
2025,12,3,135,Cedric Tillman,Puka Nicoclear!
2025,12,4,136,Bucky Irving,Surrender Yo...
2025,12,5,137,Broncos,3peat Worthy
2025,12,6,138,Hunter Henry,Hall Too Wel...
2025,12,7,139,Chris Rodriguez Jr.,Password Is ...
2025,12,8,140,Quinshon Judkins,Lamb Over Rice
2025,12,9,141,Joshua Palmer,Jahmyracle Whip
2025,12,10,142,Jakobi Meyers,Wild Bill
2025,12,11,143,Chig Okonkwo,By The Beard...
2025,12,12,144,Steelers,Swifties and...
2025,13,1,145,Ollie Gordon II,Swifties and...
2025,13,2,146,Tyler Allgeier,By The Beard...
2025,13,3,147,Kyle Pitts Sr.,Wild Bill
2025,13,4,148,Joe Mixon,Jahmyracle Whip
2025,13,5,149,Ricky Pearsall,Lamb Over Rice
2025,13,6,150,Jayden Higgins,Password Is ...
2025,13,7,151,Luther Burden III,Hall Too Wel...
2025,13,8,152,Brian Robinson,3peat Worthy
2025,13,9,153,Marvin Mims Jr.,Surrender Yo...
2025,13,10,154,C.J. Stroud,Puka Nicoclear!
2025,13,11,155,Eagles,Ron Mexico's...
2025,13,12,156,Rico Dowdle,LaPorta Pott...
2025,14,1,157,Texans,LaPorta Pott...
2025,14,2,158,Wan'Dale Robinson,Ron Mexico's...
2025,14,3,159,Adam Thielen,Puka Nicoclear!
2025,14,4,160,Justin Herbert,Surrender Yo...
2025,14,5,161,Jaylen Wright,3peat Worthy
2025,14,6,162,49ers,Hall Too Wel...
2025,14,7,163,Cardinals,Password Is ...
2025,14,8,164,Jalen Coker,Lamb Over Rice
2025,14,9,165,Tre' Harris,Jahmyracle Whip
2025,14,10,166,Isaiah Likely,Wild Bill
2025,14,11,167,Ravens,By The Beard...
2025,14,12,168,Zach Ertz,Swifties and...
